ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
1.9953273329452987 0.04530931112558798 0.022095345751634056 0.023213965373953926 0.335692277 0.336250098 0.356606794 0.130600786 0.0213995204
2.635676882233139 0.07287786909782042 0.02116395245098042 0.05171391664684 0.334577257 0.335395184 0.358122705 0.134932597 0.017067495
2.224223789354542 0.05658933345518713 0.021688926307189656 0.03490040714799747 0.335253983 0.335883238 0.357217181 0.132377021 0.0196231617
2.5427198377248024 0.06956216088194683 0.021264848039215634 0.0482973128427312 0.334719064 0.335490307 0.357936234 0.134413315 0.0175868246
2.721339542755375 0.07577704272897648 0.02107844836601306 0.054698594362963426 0.334451924 0.335315833 0.358286192 0.135386269 0.0166138238
1.0 0.09506355033893268 0.026331133496732023 0.06873241684220066 0.338381667 0.339166731 0.352234321 0.116624562 0.0353752938
1.6989731211360986 0.027326412585346255 0.022813785457516406 0.004512627127829849 0.336342386 0.336870446 0.355659805 0.12775834 0.0242421605
1.50553876600797 0.03411468788866942 0.02345510866013076 0.010659579228538663 0.336827339 0.337385154 0.354915449 0.125452187 0.0265483498
2.999751063813934 0.08433033792736398 0.020846527124183098 0.06348381080318088 0.334080842 0.335092552 0.358762594 0.13672163 0.0152784709
1.779581009114263 0.032667942878701624 0.022590490359477196 0.010077452519224428 0.336155339 0.336683332 0.355938241 0.12860418 0.0233963013
