Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
1095.7945996507688 0.3003686879370629 0.3003686879370629 0.0 0.263162217 0.26186112 0.310987365 0.068 0.068
1672.1091940098254 0.29858797220279715 0.29858797220279715 0.0 0.263163821 0.26186111 0.311770863 0.068 0.068
1301.8014104190877 0.29960117779720263 0.29960117779720263 0.0 0.263162908 0.261861115 0.311325061 0.068 0.068
1588.447853952322 0.29878634877622373 0.29878634877622373 0.0 0.263163642 0.261861111 0.311683579 0.068 0.068
1749.2055884798374 0.2984175865384614 0.2984175865384614 0.0 0.263163974 0.261861109 0.311845831 0.068 0.068
200.1353019482127 0.3120007428321679 0.3120007428321679 0.0 0.263151629 0.261861178 0.305869359 0.068 0.068
1999.3991360206776 0.2979326340909091 0.2979326340909091 0.0 0.26316441 0.261861106 0.312059205 0.068 0.068
669.9496582670612 0.30291731678321676 0.30291731678321676 0.0 0.263159913 0.261861134 0.309865992 0.068 0.068
1381.7803769695947 0.29934922849650347 0.29934922849650347 0.0 0.263163135 0.261861114 0.311435917 0.068 0.068
645.0609656772986 0.3031373365384616 0.3031373365384616 0.0 0.263159714 0.261861135 0.309769185 0.068 0.068
