ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.027483616083916126 0.027483616083916126 0.0 0.440424159 0.440249438 0.50600331 0.0565 0.0565
2.7267576616748546 0.01647032727272723 0.01647032727272723 0.0 0.440424303 0.440250383 0.528268663 0.0565 0.0565
2.4181678420159063 0.012359505419580405 0.012359505419580405 0.0 0.440424283 0.440249776 0.513868247 0.0565 0.0565
2.6570398782936016 0.01017045052447544 0.01017045052447544 0.0 0.440424323 0.440250246 0.524992889 0.0565 0.0565
2.791004657066531 0.022292453671328503 0.022292453671328503 0.0 0.44042427 0.440250508 0.531296021 0.0565 0.0565
1.5 0.08866529213286715 0.08866529213286715 0.0 0.440422918 0.440247989 0.474187126 0.0565 0.0565
2.9994992800172313 0.041266698426573344 0.041266698426573344 0.0 0.440424064 0.440250911 0.541162152 0.0565 0.0565
2.545476773728544 0.0009997047202797548 0.0009997047202797548 0.0 0.440424325 0.440250027 0.51977564 0.0565 0.0565
1.9271687090969043 0.05477977027972028 0.05477977027972028 0.0 0.440423751 0.440248812 0.49180857 0.0565 0.0565
1.72484414428209 0.07129101783216778 0.07129101783216778 0.0 0.440423393 0.44024842 0.483222258 0.0565 0.0565
