Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
44.92990999417948 0.01323310874104126 0.01323310874104126 0.0 0.481249248 0.750057649 0.499486028 0.0582348782 0.0564851218
54.53515323349709 0.027456491342799177 0.027456491342799177 0.0 0.481249182 0.750057618 0.506498176 0.0582448264 0.0564751736
48.363356840318126 0.018369064343475267 0.018369064343475267 0.0 0.481249221 0.750057637 0.502018062 0.0582390786 0.0564809214
53.140797565872035 0.025419141706558457 0.025419141706558457 0.0 0.48124919 0.750057622 0.50549376 0.0582436996 0.0564763004
55.820093141330624 0.029326086415145343 0.029326086415145343 0.0 0.481249175 0.750057614 0.507419889 0.0582457877 0.0564742123
30.0 0.010003028851927002 0.010003028851927002 0.0 0.481249425 0.750057726 0.488106452 0.0582017184 0.0565182816
36.524328776157226 0.0003964400216361681 0.0003964400216361681 0.0 0.481249331 0.750057686 0.493157526 0.0582201199 0.0564998801
39.658160707757155 0.005227785133197976 0.005227785133197976 0.0 0.481249296 0.750057671 0.495539389 0.0582265233 0.0564934767
33.67691151259621 0.004196802125760774 0.004196802125760774 0.0 0.481249368 0.750057702 0.490968906 0.0582130747 0.0565069253
59.994557433364164 0.03534911973495591 0.03534911973495591 0.0 0.481249154 0.750057604 0.510389251 0.0582484587 0.0564715413
