ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.017812786363636292 0.017812786363636292 0.0 0.263142559 0.261888731 0.444641312 0.068 0.068
2.7267576616748546 0.09488419615384608 0.09488419615384608 0.0 0.263143339 0.261888574 0.478552998 0.068 0.068
2.4181678420159063 0.04608325262237756 0.04608325262237756 0.0 0.263142844 0.261888685 0.457080395 0.068 0.068
2.6570398782936016 0.0840732561188812 0.0840732561188812 0.0 0.263143229 0.261888602 0.473796137 0.068 0.068
2.791004657066531 0.10474130209790207 0.10474130209790207 0.0 0.26314344 0.261888546 0.482890172 0.068 0.068
1.5 0.13070249073426585 0.13070249073426585 0.0 0.263141127 0.261888663 0.385687103 0.068 0.068
2.065271152458216 0.02751241398601406 0.02751241398601406 0.0 0.263142249 0.261888763 0.431090906 0.068 0.068
2.175020293419721 0.008741269055944034 0.008741269055944034 0.0 0.263142438 0.261888746 0.439350181 0.068 0.068
1.8249329712350253 0.06999196870629364 0.06999196870629364 0.0 0.263141811 0.261888766 0.412399907 0.068 0.068
2.9997278716682083 0.13609389353146856 0.13609389353146856 0.0 0.263143762 0.261888451 0.496685473 0.068 0.068
