ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.9906546658905975 0.08989750168881805 0.02975827532091091 0.06013922636790714 0.344424095 0.341221535 0.356582171 0.104998978 0.010876127
4.271353764466278 0.11983010168950245 0.032567469068322946 0.0872626326211795 0.343007824 0.340424667 0.356756972 0.109278735 0.00781449383
3.4484475787090836 0.09201775458114841 0.019856119337474054 0.07216163524367436 0.340808507 0.342660709 0.354576448 0.109355316 0.00974715115
4.085439675449605 0.1076755577166401 0.02321075966873702 0.08446479804790308 0.34151745 0.342484475 0.355571784 0.110253421 0.0082394239
4.44267908551075 0.12189843329399307 0.03302761035196676 0.0888708229420263 0.345373173 0.343262192 0.35979667 0.110253454 0.00768097212
2.494054708376736 0.07211353036777104 0.03153096819875781 0.04058256216901324 0.347449287 0.344214582 0.360239038 0.104586537 0.0133793936
2.0634088758373945 0.03691222670271829 0.013850376563147106 0.023061850139571183 0.342864056 0.344175119 0.354010796 0.101833799 0.0153429002
1.5741435131921508 0.03821999948167226 0.02549955697722578 0.012720442504446483 0.347329232 0.346607351 0.357294199 0.0964107377 0.0192896138
1.0 0.09661577052252712 0.014508458219461777 0.08210731230306534 0.345396806 0.3446242 0.354696714 0.094829498 0.0293103184
1.819836486345657 0.03493030958833838 0.028641955403727 0.006288354184611378 0.347148154 0.347089968 0.357904427 0.0998399036 0.0173034354
