ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.05087971486013972 0.05087971486013972 0.0 0.263141159 0.26188922 0.459189933 0.068 0.068
2.7267576616748546 0.1341515326923076 0.1341515326923076 0.0 0.263141357 0.261889071 0.495829785 0.068 0.068
2.4181678420159063 0.08144838846153843 0.08144838846153843 0.0 0.263141234 0.26188917 0.472640234 0.068 0.068
2.6570398782936016 0.12248235751748249 0.12248235751748249 0.0 0.263141331 0.261889094 0.490695309 0.068 0.068
2.791004657066531 0.14478852534965023 0.14478852534965023 0.0 0.263141381 0.261889049 0.500510099 0.068 0.068
1.5 0.10900559405594391 0.10900559405594391 0.0 0.263140748 0.261889279 0.39523478 0.068 0.068
2.0308359768322015 0.011078083041958033 0.011078083041958033 0.0 0.263141058 0.261889272 0.441677127 0.068 0.068
1.8971260235841299 0.02897704038461528 0.02897704038461528 0.0 0.263140991 0.261889294 0.430447369 0.068 0.068
2.0754711908503474 0.019450365034964993 0.019450365034964993 0.0 0.263141079 0.261889262 0.445360948 0.068 0.068
1.9917524299789093 0.010845605419580292 0.010845605419580292 0.0 0.263141039 0.261889279 0.438425175 0.068 0.068
