ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.4953273329452985 0.017779348278415607 0.017779348278415607 0.0 0.235144067 0.584166716 0.363527266 0.0743912726 0.0746087274
3.135676882233139 0.057913366151425234 0.057913366151425234 0.0 0.235152255 0.584167503 0.391321822 0.0743983661 0.0746016339
2.724223789354542 0.009172439735283042 0.009172439735283042 0.0 0.235147472 0.584167033 0.373287977 0.0743944585 0.0746055415
3.0427198377248024 0.04678782167715648 0.04678782167715648 0.0 0.2351513 0.584167406 0.387205432 0.0743976395 0.0746023605
3.221339542755375 0.06821069647352836 0.06821069647352836 0.0 0.23515308 0.584167587 0.395131781 0.0743989716 0.0746010284
1.5 0.12070573599592756 0.12070573599592756 0.0 0.235117773 0.584164477 0.325443084 0.0743557175 0.0746442826
2.1238354594126467 0.058901789689004246 0.058901789689004246 0.0 0.23513694 0.584166082 0.348311561 0.0743835442 0.0746164558
2.6414515900684354 0.0010132503887451704 0.0010132503887451704 0.0 0.235146313 0.584166924 0.369730854 0.0743934109 0.0746065891
3.5 0.10193246951129212 0.10193246951129212 0.0 0.235155441 0.584167838 0.407608678 0.0744005922 0.0745994078
1.84763703395129 0.08762236526286582 0.08762236526286582 0.0 0.235129869 0.584165479 0.337684566 0.0743744736 0.0746255264
