ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.015806732167832287 0.015806732167832287 0.0 0.440431971 0.440260011 0.512087785 0.0571 0.0571
2.7267576616748546 0.03041722849650337 0.03041722849650337 0.0 0.440431426 0.440260127 0.535509536 0.0571 0.0571
2.4181678420159063 0.0013559017482517388 0.0013559017482517388 0.0 0.440431808 0.440260056 0.52039773 0.0571 0.0571
2.6570398782936016 0.02382776555944055 0.02382776555944055 0.0 0.44043152 0.440260112 0.532083033 0.0571 0.0571
2.791004657066531 0.03649640419580411 0.03649640419580411 0.0 0.440431336 0.44026014 0.538670692 0.0571 0.0571
1.5000578669957056 0.08136345909090914 0.08136345909090914 0.0 0.440431887 0.440259736 0.477997962 0.0571 0.0571
1.925375832829681 0.045024559090909036 0.045024559090909036 0.0 0.440432135 0.440259912 0.496894398 0.0571 0.0571
2.9999548288508215 0.05628449737762225 0.05628449737762225 0.0 0.440431022 0.440260181 0.548960452 0.0571 0.0571
2.4942688685077847 0.008491979545454434 0.008491979545454434 0.0 0.440431723 0.440260075 0.524108468 0.0571 0.0571
2.358696853012227 0.005382669580419614 0.005382669580419614 0.0 0.440431869 0.440260041 0.517508333 0.0571 0.0571
