Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
139.71963997671793 0.2563388932987781 0.2563388932987781 0.0 0.260085489 0.490098404 0.405352941 0.0752825161 0.0763349724
178.14061293398836 0.05645534962051084 0.05645534962051084 0.0 0.235209618 0.584169621 0.390781014 0.0744849866 0.0745150409
153.4534273612725 0.031973759894483436 0.031973759894483436 0.0 0.235209708 0.584169627 0.381722822 0.0744828843 0.0745171158
172.56319026348814 0.05103640728433895 0.05103640728433895 0.0 0.23520965 0.584169631 0.388775999 0.0744845483 0.0745154488
183.2803725653225 0.06139478999444637 0.06139478999444637 0.0 0.235209652 0.584169643 0.392608593 0.0744853337 0.0745146509
160.14097632383456 0.038735767012217696 0.038735767012217696 0.0 0.235209686 0.584169628 0.384224764 0.0744835091 0.0745164909
80.0 0.05130918135875633 0.05130918135875633 0.0 0.235209857 0.584169518 0.351123003 0.0744701484 0.0745300238
96.2746342724448 0.03134773367271397 0.03134773367271397 0.0 0.235209975 0.584169618 0.358508802 0.0744744027 0.0745255974
107.03185878572924 0.018754373676416428 0.018754373676416428 0.0 0.235209922 0.584169624 0.363168349 0.0744766155 0.0745233764
200.0 0.07712218611625318 0.07712218611625318 0.0 0.23520958 0.584169636 0.398427734 0.0744864167 0.0745135833
