Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
52.46495499708974 0.006877248359966583 0.006877248359966583 0.0 0.291457815 0.290867305 0.411593482 0.055 0.055
57.26757661674854 0.025119608494533412 0.025119608494533412 0.0 0.291457806 0.290867309 0.419072844 0.055 0.055
54.18167842015906 0.01348498351555938 0.01348498351555938 0.0 0.291457812 0.290867306 0.414302652 0.055 0.055
56.57039878293602 0.022517576787216366 0.022517576787216366 0.0 0.291457807 0.290867309 0.418006011 0.055 0.055
57.910046570665315 0.0275041290159799 0.0275041290159799 0.0 0.291457805 0.29086731 0.420050496 0.055 0.055
45.0 0.02907334028595463 0.02907334028595463 0.0 0.291457828 0.290867297 0.399306109 0.055 0.055
49.7364097953063 0.00981700874684613 0.00981700874684613 0.0 0.29145782 0.290867302 0.407201212 0.055 0.055
47.664983627140856 0.018131492094196847 0.018131492094196847 0.0 0.291457823 0.2908673 0.403792271 0.055 0.055
59.9981329786045 0.03516782127838528 0.03516782127838528 0.0 0.291457801 0.290867312 0.423192607 0.055 0.055
51.24796222366737 0.003849676619007499 0.003849676619007499 0.0 0.291457817 0.290867304 0.409647821 0.055 0.055
