ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
1.9953273329452987 0.036620191732616575 0.021444218137254865 0.015175973595361714 0.336216502 0.336708451 0.355765251 0.129378689 0.0226212417
2.635676882233139 0.06383845208019695 0.02020025653594764 0.0436381955442493 0.335249013 0.335854136 0.357117646 0.133704954 0.0182949872
2.224223789354542 0.0478662338689163 0.02099615735294113 0.026870076515975172 0.335834697 0.336343663 0.356312799 0.131156204 0.0208437408
2.5427198377248024 0.06062083556960379 0.02037940751633988 0.04024142805326392 0.335371462 0.335949058 0.356952646 0.133188643 0.0188112953
2.721339542755375 0.06663242831061457 0.02003504199346419 0.04659738631715038 0.335140712 0.335773764 0.357262223 0.134154751 0.0178451904
1.0 0.10142634462421748 0.02465122091503267 0.07677512370918482 0.338599616 0.339380205 0.351781814 0.115401484 0.0365975977
1.7111139282347092 0.024704339107739604 0.022016667483660258 0.0026876716240793463 0.336760628 0.337284738 0.354948983 0.126663334 0.0253364981
1.511880980833836 0.04067005332422863 0.022467499509803923 0.018202553814424705 0.337198138 0.337783815 0.354258249 0.124304926 0.0276947245
2.999751063813934 0.0747428266245364 0.01951256862745103 0.055230257997085364 0.334816057 0.335548742 0.357688572 0.135466951 0.0165329949
1.8096121760768635 0.025810370125525332 0.021812146732026243 0.00399822339349909 0.336562244 0.337068353 0.355251724 0.127679641 0.0243202531
