ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.03297840969991119 0.03297840969991119 0.0 0.21671445 0.603084253 0.354948202 0.0561551562 0.0569773438
2.7267576616748546 0.00807650950063484 0.00807650950063484 0.0 0.216719577 0.603085207 0.36991222 0.0561422564 0.0569902436
2.4181678420159063 0.01885643545668586 0.01885643545668586 0.0 0.216716503 0.603084607 0.360131182 0.0561494701 0.0569830299
2.6570398782936016 0.0019264677068787847 0.0019264677068787847 0.0 0.216718943 0.603085075 0.367655235 0.0561436142 0.0569888858
2.791004657066531 0.013804430576454571 0.013804430576454571 0.0 0.216720134 0.603085327 0.372014294 0.0561411215 0.0569913785
1.5 0.08671017119669612 0.08671017119669612 0.0 0.216700926 0.603082568 0.33522762 0.05620954 0.0569229588
3.0 0.032804128761279826 0.032804128761279826 0.0 0.216721782 0.603085702 0.378986955 0.0561380856 0.0569944144
1.9113162873486718 0.058807770701442934 0.058807770701442934 0.0 0.216709492 0.603083521 0.345468381 0.0561716816 0.0569608184
2.577469078297691 0.005286268471448512 0.005286268471448512 0.0 0.216718178 0.603084922 0.365111625 0.056145342 0.056987158
2.6078295444627533 0.002653314544444069 0.002653314544444069 0.0 0.216718475 0.603084981 0.366077955 0.0561446589 0.0569878411
