ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.9906546658905975 0.029649600936203776 0.010807939583333422 0.018841661352870354 0.479055281 0.480164431 0.48502338 0.102655634 0.0130985513
4.271353764466278 0.06907979176708406 0.019846341666666704 0.04923345010041735 0.480969979 0.48126703 0.488259214 0.108144019 0.00975837432
3.4484475787090836 0.04602070665048257 0.013981937500000033 0.03203876915048254 0.479855244 0.480505121 0.486206209 0.104034411 0.0115543998
4.085439675449605 0.06389756061317968 0.017872802083333462 0.04602475852984622 0.480768721 0.480960529 0.487618416 0.105976966 0.00996843374
4.44267908551075 0.07134098692004313 0.0192408166666667 0.05210017025337643 0.481375825 0.480418248 0.488817344 0.108795999 0.0094476472
1.0 0.1516037407075098 0.013299679166666722 0.13830406154084307 0.481594656 0.481248299 0.485135547 0.0852606698 0.0315834365
2.499104556990476 0.010173348476134325 0.010117672916666598 5.5675559467727176e-05 0.477297955 0.478421217 0.4832777 0.104279026 0.0158658071
2.1516135594810066 0.03659622854877147 0.016167487500000008 0.02042874104877146 0.479588703 0.478141235 0.485901629 0.104103577 0.0187221747
5.0 0.08253059688331017 0.021610149999999953 0.06092044688331022 0.479663057 0.477354061 0.487726933 0.112931827 0.0086413684
2.645023965175387 0.01602168321184235 0.00948876041666676 0.006532922795175589 0.477470828 0.478794937 0.483349542 0.103668056 0.0148729998
