Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
39.95327332945298 0.022684868370363893 0.016368776853001994 0.006316091517361899 0.342813091 0.343198969 0.353901939 0.100762276 0.0192379705
46.35676882233139 0.02057420193584139 0.017423561118012493 0.003150640817828898 0.342636014 0.343050309 0.354120299 0.10189823 0.0181019503
42.24223789354542 0.01949383394279155 0.01677407999999999 0.0027197539427915585 0.342746545 0.343140933 0.353984918 0.101193818 0.0188064055
45.427198377248025 0.019170155486081857 0.017285059130434703 0.0018850963556471534 0.342660044 0.343069332 0.354091122 0.101746373 0.0182538174
47.21339542755375 0.021835274482281376 0.01754728985507257 0.004287984627208807 0.342614325 0.343033469 0.35414652 0.102034705 0.0179654677
30.00150335498014 0.039841410515971606 0.01411567192546596 0.025725738590505642 0.343157563 0.343534635 0.353453883 0.0984332549 0.0215671639
49.99332373356309 0.0257278043258993 0.017926577474119992 0.007801226851779308 0.342546766 0.342982432 0.354227494 0.102456277 0.017543875
35.20291186082635 0.030111392347805382 0.015407367453416115 0.014704024894389267 0.342965053 0.343339818 0.353708336 0.0997557738 0.0202445351
43.81114084366338 0.017430112147598507 0.017032934120082797 0.00039717802751570996 0.342703098 0.343104436 0.354038491 0.101472513 0.0185276932
37.66780500139561 0.02611081544786838 0.015928761200828163 0.010182054247040218 0.342883721 0.343262827 0.353812717 0.100298381 0.0197018912
