Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
149.76636664726493 0.009946369580419525 0.009946369580419525 0.0 0.263162337 0.261890835 0.441176528 0.068 0.068
181.78384411165695 0.049124675524475504 0.049124675524475504 0.0 0.263162302 0.261890833 0.458414986 0.068 0.068
161.21118946772708 0.024468890734265718 0.024468890734265718 0.0 0.263162324 0.261890834 0.447566439 0.068 0.068
177.1359918862401 0.0437038755244755 0.0437038755244755 0.0 0.263162307 0.261890833 0.456029834 0.068 0.068
186.06697713776873 0.05404828461538451 0.05404828461538451 0.0 0.263162297 0.261890833 0.460581374 0.068 0.068
100.0 0.07676565087412578 0.07676565087412578 0.0 0.263162399 0.261890839 0.409422995 0.068 0.068
135.87273126912953 0.023128391608391616 0.023128391608391616 0.0 0.263162354 0.261890836 0.433023384 0.068 0.068
199.99698859005474 0.06961392167832169 0.06961392167832169 0.0 0.263162283 0.261890832 0.467430256 0.068 0.068
120.60243751681051 0.04481494545454537 0.04481494545454537 0.0 0.263162373 0.261890837 0.423481302 0.068 0.068
144.87954245658895 0.01099706730769224 0.01099706730769224 0.0 0.263162343 0.261890835 0.438361165 0.068 0.068
