Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
44.92990999417948 0.013708132359702458 0.013708132359702458 0.0 0.481210617 0.75005758 0.49972026 0.0582363532 0.0564836468
54.53515323349709 0.028060253993238495 0.028060253993238495 0.0 0.481210547 0.750057548 0.506795877 0.0582460519 0.0564739481
48.363356840318126 0.01889007376335356 0.01889007376335356 0.0 0.481210589 0.750057568 0.502274965 0.0582404586 0.0564795414
53.140797565872035 0.026004226177146688 0.026004226177146688 0.0 0.481210556 0.750057553 0.505782252 0.0582449585 0.0564750415
55.820093141330624 0.029947047153481916 0.029947047153481916 0.0 0.481210539 0.750057545 0.507726068 0.0582469831 0.0564730169
30.0 0.009722936213657956 0.009722936213657956 0.0 0.481210792 0.750057655 0.488244491 0.0582037458 0.0565162542
36.40447410747417 0.0005726272454360207 0.0005726272454360207 0.0 0.481210703 0.750057618 0.493244431 0.0582216016 0.0564983984
39.57603133972173 0.0055056566220418315 0.0055056566220418315 0.0 0.481210667 0.750057602 0.495676425 0.0582280116 0.0564919884
33.59889332963073 0.003993259821501026 0.003993259821501026 0.0 0.481210739 0.750057633 0.491069207 0.0582147257 0.0565052743
59.994557433364164 0.036025770823529354 0.036025770823529354 0.0 0.481210516 0.750057534 0.510722886 0.0582495603 0.0564704397
