ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.05939970487804883 0.05939970487804883 0.0 0.291476151 0.290874437 0.433117606 0.0555 0.0555
2.7267576616748546 0.13878022312867963 0.13878022312867963 0.0 0.291476275 0.290876386 0.465660863 0.0555 0.0555
2.4181678420159063 0.08833304280908333 0.08833304280908333 0.0 0.291476362 0.290875144 0.444979275 0.0555 0.0555
2.6570398782936016 0.12755570454163173 0.12755570454163173 0.0 0.291476352 0.290876109 0.461059202 0.0555 0.0555
2.791004657066531 0.14903650428931897 0.14903650428931897 0.0 0.291476172 0.290876638 0.469865582 0.0555 0.0555
1.5 0.07935134205214468 0.07935134205214468 0.0 0.291473626 0.290871337 0.37869784 0.0555 0.0555
1.9724551754211657 0.011917593776282646 0.011917593776282646 0.0 0.291475489 0.290873295 0.413651555 0.0555 0.0555
1.8407050290261382 0.017478947014297752 0.017478947014297752 0.0 0.29147505 0.290872746 0.404067514 0.0555 0.0555
1.950270131116019 0.008005315559293773 0.008005315559293773 0.0 0.29147542 0.290873203 0.412047651 0.0555 0.0555
2.030852704116211 0.022167759545837037 0.022167759545837037 0.0 0.29147566 0.290873539 0.417853778 0.0555 0.0555
