ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.0038596479716295506 0.0038596479716295506 0.0 0.29265597 0.740119696 0.504860042 0.0839775913 0.0819424087
2.7267576616748546 0.04270194885551542 0.04270194885551542 0.0 0.292666442 0.740119901 0.52439758 0.0839484741 0.0819715259
2.4181678420159063 0.01737485349524451 0.01737485349524451 0.0 0.292660161 0.740119776 0.511658136 0.0839673491 0.0819526509
2.6570398782936016 0.03687727554940594 0.03687727554940594 0.0 0.292665146 0.740119875 0.521467787 0.0839527773 0.0819672227
2.791004657066531 0.048116760612003456 0.048116760612003456 0.0 0.292667581 0.740119925 0.527121214 0.0839444999 0.0819755001
1.5 0.04857810914781602 0.04857810914781602 0.0 0.292628276 0.740119209 0.478646241 0.084015894 0.0819041046
2.0170980876117985 0.013743840959647709 0.013743840959647709 0.0 0.292649362 0.740119574 0.496168126 0.083990779 0.081929221
1.7916623014877715 0.0297068128042558 0.0297068128042558 0.0 0.292641433 0.740119434 0.488138656 0.0840028289 0.0819171713
2.1553880089514053 0.003440977459567249 0.003440977459567249 0.0 0.292653497 0.74011965 0.501350518 0.0839829114 0.0819370886
2.9997278716682083 0.06598775452957896 0.06598775452957896 0.0 0.292670954 0.740119997 0.536110275 0.0839315381 0.0819884619
