ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.246495499708974 0.03626901864030724 0.03626901864030724 0.0 0.216711365 0.603085148 0.358162593 0.0580974412 0.0589025594
2.7267576616748546 0.03129098340205244 0.03129098340205244 0.0 0.216717387 0.603086015 0.374020542 0.0580849365 0.0589150635
2.4181678420159063 0.02125703702380415 0.02125703702380415 0.0 0.216713776 0.603085477 0.363667957 0.0580919464 0.0589080536
2.6570398782936016 0.024796077691083076 0.024796077691083076 0.0 0.216716643 0.603085899 0.371635667 0.0580862601 0.0589137398
2.791004657066531 0.037334748941208494 0.037334748941208494 0.0 0.216718041 0.603086119 0.376239698 0.0580838284 0.0589161715
1.5000599029496027 0.09382891153562048 0.09382891153562048 0.0 0.216695686 0.603083438 0.337064341 0.0581490856 0.0588509197
2.9994992800172313 0.05729852394692628 0.05729852394692628 0.0 0.216719965 0.603086439 0.383569622 0.0580808637 0.0589191363
2.523584689751015 0.012562036412868646 0.012562036412868646 0.0 0.216715105 0.603085668 0.367143201 0.0580891947 0.0589108053
1.929514376969804 0.06241108404553912 0.06241108404553912 0.0 0.216705924 0.603084477 0.348577557 0.0581121928 0.0588878066
1.7273665016350725 0.07783547757347879 0.07783547757347879 0.0 0.2167016 0.603084006 0.342924038 0.0581262796 0.0588737114
