ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.9906546658905975 0.08263767937932304 0.026880158136645967 0.05575752124267708 0.3413832 0.341947002 0.356310811 0.108210903 0.0117890975
4.271353764466278 0.1129223579006561 0.02994797209109725 0.08297438580955885 0.340687865 0.341683154 0.357116874 0.111476895 0.00852307131
3.4484475787090836 0.09574435575537953 0.02832252322981353 0.067421832525566 0.341083864 0.341809293 0.356675934 0.109610602 0.0103893784
4.085439675449605 0.10959876145702699 0.02965503776397508 0.07994372369305192 0.340764897 0.341703441 0.357034928 0.111113217 0.00888675077
4.44267908551075 0.11575567009371943 0.03020129908902689 0.08555437100469254 0.340621001 0.34166539 0.357187517 0.111786492 0.00821347309
1.0 0.08649846899557383 0.008388067080745288 0.07811040191482854 0.344003446 0.344479017 0.35240729 0.0921477521 0.0278535506
2.135294467000535 0.045664550497238394 0.022492150807453377 0.023172399689785017 0.342170023 0.342461643 0.355297108 0.104300798 0.0156993286
1.7845795399051825 0.022254265806222896 0.019560340248447196 0.0026939255577757004 0.342612014 0.342866238 0.354681433 0.101843516 0.0181567726
1.5692557959347306 0.030580806592535655 0.017224933374741132 0.013355873217794523 0.342930972 0.343207402 0.354210149 0.0999176744 0.020082781
4.999274324448556 0.1237022467207704 0.030918657184264956 0.09278358953650545 0.340425778 0.34161824 0.357390759 0.112653996 0.00734596699
