Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
52.46495499708974 0.009413106993007068 0.009413106993007068 0.0 0.26316125 0.261896534 0.440932248 0.068 0.068
57.26757661674854 0.031376685139860194 0.031376685139860194 0.0 0.263161254 0.261896536 0.450596219 0.068 0.068
54.18167842015906 0.017387538111887965 0.017387538111887965 0.0 0.263161252 0.261896535 0.444440996 0.068 0.068
56.57039878293602 0.02825365786713286 0.02825365786713286 0.0 0.263161254 0.261896536 0.449222087 0.068 0.068
57.910046570665315 0.03423588741258743 0.03423588741258743 0.0 0.263161255 0.261896536 0.451854268 0.068 0.068
45.0 0.041636552972028035 0.041636552972028035 0.0 0.263161242 0.26189653 0.424889429 0.068 0.068
49.95280465676262 0.017108869055943925 0.017108869055943925 0.0 0.263161248 0.261896533 0.435681615 0.068 0.068
59.999548288508215 0.04341388216783204 0.04341388216783204 0.0 0.263161256 0.261896537 0.455892584 0.068 0.068
47.72223874310174 0.027983402272727224 0.027983402272727224 0.0 0.263161246 0.261896531 0.430896817 0.068 0.068
51.43672192332071 0.01002108951048941 0.01002108951048941 0.0 0.263161249 0.261896533 0.438800238 0.068 0.068
