Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
54.95327332945298 0.01577295514624241 0.01577295514624241 0.0 0.236333529 0.584560658 0.364519218 0.0745156545 0.0745775021
61.35676882233139 0.0016682351166236488 0.0016682351166236488 0.0 0.235209804 0.584169622 0.369490219 0.074472228 0.0745277719
57.24223789354542 0.01230824988893024 0.01230824988893024 0.0 0.235209825 0.584169618 0.365553411 0.0744703686 0.0745296313
60.427198377248025 0.004054265836727362 0.004054265836727362 0.0 0.235209808 0.584169621 0.368607387 0.0744718283 0.0745281717
62.21339542755375 0.0011024989911142744 0.0011024989911142744 0.0 0.2352098 0.584169623 0.370300458 0.0744725867 0.0745274134
45.0 0.045281739429840914 0.045281739429840914 0.0 0.235209907 0.584169604 0.353353211 0.0744630313 0.0745369688
65.0 0.008167931155127664 0.008167931155127664 0.0 0.235209788 0.584169626 0.372914666 0.0744736928 0.0745263072
50.40633489230543 0.030461479433543406 0.030461479433543406 0.0 0.235209867 0.58416961 0.358836711 0.0744666708 0.0745333285
63.26856271264798 0.0037882331358756235 0.0037882331358756235 0.0 0.235209795 0.584169624 0.371294179 0.0744730161 0.0745269839
59.28068810207067 0.0070112938541282204 0.0070112938541282204 0.0 0.235209815 0.58416962 0.367513286 0.0744713194 0.0745286806
