ManningN error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
2.4953273329452985 0.02318125983894868 0.02318125983894868 0.0 0.235126961 0.584164865 0.361527386 0.0744029295 0.0745970705
3.135676882233139 0.04731977943354308 0.04731977943354308 0.0 0.235137102 0.584165522 0.38740345 0.0744112714 0.0745887286
2.724223789354542 0.0020445869492780747 0.0020445869492780747 0.0 0.235131093 0.584165146 0.370651867 0.074406364 0.074593636
3.0427198377248024 0.03701523452425016 0.03701523452425016 0.0 0.235135877 0.58416545 0.383590814 0.0744102162 0.0745897838
3.221339542755375 0.05684205956127353 0.05684205956127353 0.0 0.235138174 0.584165583 0.390926655 0.0744122731 0.0745877269
1.5 0.12101841037578694 0.12101841037578694 0.0 0.235097622 0.584162669 0.325326249 0.0743688662 0.0746311338
2.074899759110046 0.0668488731951132 0.0668488731951132 0.0 0.235117322 0.584164172 0.34536993 0.0743938358 0.0746061642
3.4999397718010954 0.08791005515549787 0.08791005515549787 0.0 0.235141342 0.584165743 0.402421712 0.0744166415 0.0745833585
2.8111387672757764 0.011524498537578523 0.011524498537578523 0.0 0.2351325 0.584165238 0.374159376 0.0744074951 0.0745925049
2.652646605631462 0.006283627619400385 0.006283627619400385 0.0 0.235129871 0.584165064 0.367779636 0.0744053692 0.0745946308
