Cd error_total error_H error_Q_split H_p1 H_p2 H_p3 Q_Line2 Q_Line3
52.46495499708974 0.007771500000000044 0.007771500000000044 0.0 0.263132767 0.261863004 0.439733316 0.068 0.068
57.26757661674854 0.02847273758741247 0.02847273758741247 0.0 0.263132684 0.26186296 0.449375303 0.068 0.068
54.18167842015906 0.01451396800699298 0.01451396800699298 0.0 0.263132738 0.261862988 0.443233397 0.068 0.068
56.57039878293602 0.025356030419580365 0.025356030419580365 0.0 0.263132696 0.261862967 0.44800394 0.068 0.068
57.910046570665315 0.031326389510489376 0.031326389510489376 0.0 0.263132672 0.261862954 0.45063092 0.068 0.068
45.0 0.044118759790209655 0.044118759790209655 0.0 0.263132892 0.261863068 0.42374063 0.068 0.068
49.934565907150535 0.019759509615384613 0.019759509615384613 0.0 0.26313281 0.261863026 0.434458629 0.068 0.068
59.999548288508215 0.04048803006993017 0.04048803006993017 0.0 0.263132635 0.261862935 0.454662074 0.068 0.068
47.63381817761122 0.030948195629370498 0.030948195629370498 0.0 0.263132849 0.261863046 0.429535641 0.068 0.068
51.48408469960685 0.012380396678321703 0.012380396678321703 0.0 0.263132784 0.261863012 0.437705415 0.068 0.068
